id,label,desc,id_no_prefix,domain,range
http://dbpedia.org/ontology/chorusCharacterInPlay,chorus character in play,The name of the (Greek) chorus character in play.,chorusCharacterInPlay,Play,
http://dbpedia.org/ontology/lowerEarthOrbitPayload,lower earth orbit payload (g),Payload mass in a typical Low Earth orbit,lowerEarthOrbitPayload,Rocket,Mass
http://dbpedia.org/ontology/originallyUsedFor,originally used for,"Original use of ArchitecturalStructure or ConcentrationCamp, if it is currently being used as anything other than its original purpose.",originallyUsedFor,,
http://dbpedia.org/ontology/range,range,Maximum distance without refueling,range,MeanOfTransportation,
http://dbpedia.org/ontology/victims,victims (string),"Type, description, or name(s) of victims of a ConcentrationCamp, Criminal, SerialKiller, or some other atrocity",victims,,
http://dbpedia.org/ontology/suppreddedDate,suppredded date,"Date when the Church forbade the veneration of this saint. 
(I hope that's what it means, I don't know why the original author didn't document it)",suppreddedDate,Saint,
http://dbpedia.org/ontology/militaryUnit,military unit,"For persons who are not notable as commanding officers, the unit (company, battalion, regiment, etc.) in which they served.",militaryUnit,MilitaryPerson,MilitaryUnit
http://dbpedia.org/ontology/projectBudgetTotal,project budget total ($),The total budget of the research project.,projectBudgetTotal,ResearchProject,Currency
http://dbpedia.org/ontology/addressInRoad,address in road,"A building, organisation or other thing that is located in the road.",addressInRoad,Road,
http://dbpedia.org/ontology/binomial,binomial,used to name species with a name consisting of two words.,binomial,Species,
http://dbpedia.org/ontology/creatorOfDish,creator of dish,The person that creates (invents) the food (eg. Caesar Cardini is the creator of the Caesar salad).,creatorOfDish,Food,Person
http://dbpedia.org/ontology/denomination,denomination,"Religious denomination of a church, religious school, etc. Examples: Haredi_Judaism, Sunni_Islam, Seventh-day_Adventist_Church, Non-Denominational, Multi-denominational, Non-denominational_Christianity",denomination,Agent,
http://dbpedia.org/ontology/highest,highest,The highest mountain of a mountain range.,highest,MountainRange,Mountain
http://dbpedia.org/ontology/legalForm,legal form,"There are many types of business entity defined in the legal systems of various countries. These include corporations, cooperatives, partnerships, sole traders, limited liability company and other specialized types of organization.",legalForm,Organisation,
http://dbpedia.org/ontology/placeOfBurial,place of burial,The place where the person has been buried.,placeOfBurial,Person,Place
http://dbpedia.org/ontology/principal,principal,Principal of an educational institution (school),principal,EducationalInstitution,Person
http://dbpedia.org/ontology/selection,selection,when (or in which project) the person was selected to train as an astronaut,selection,Astronaut,
http://dbpedia.org/ontology/typeOfElectrification,type of electrification,"Electrification system (e.g. Third rail, Overhead catenary).",typeOfElectrification,RouteOfTransportation,
http://dbpedia.org/ontology/battery,battery,Points out the battery used with/in a thing.,battery,,Battery
http://dbpedia.org/ontology/currentProduction,current production,The current production running in the theatre.,currentProduction,Theatre,
http://dbpedia.org/ontology/sales,sales,This property holds an intermediate node of the type Sales.,sales,,Sales
http://dbpedia.org/ontology/abstentions,abstentions,Number of abstentions from the vote,abstentions,StatedResolution,
http://dbpedia.org/ontology/actScore,ACT score,most recent average ACT scores,actScore,School,
http://dbpedia.org/ontology/administrativeHeadCity,head city,city where stand the administrative power,administrativeHeadCity,PopulatedPlace,City
http://dbpedia.org/ontology/alpsGroup,Alps group,"the Alps group to which the mountain belongs, according to the SOIUSA classification",alpsGroup,Mountain,MountainRange
http://dbpedia.org/ontology/alpsMainPart,Alps main part,"the Alps main part to which the mountain belongs, according to the SOIUSA classification",alpsMainPart,Mountain,MountainRange
http://dbpedia.org/ontology/alpsMajorSector,Alps major sector,"the Alps major sector to which the mountain belongs, according to the SOIUSA classification",alpsMajorSector,Mountain,MountainRange
http://dbpedia.org/ontology/alpsSection,Alps section,"the Alps section to which the mountain belongs, according to the SOIUSA classification",alpsSection,Mountain,MountainRange
http://dbpedia.org/ontology/alpsSoiusaCode,Alps SOIUSA code,"the Alps SOIUSA code corresponding to the mountain, according to the SOIUSA classification",alpsSoiusaCode,Mountain,
http://dbpedia.org/ontology/alpsSubgroup,Alps subgroup,"the Alps subgroup to which the mountain belongs, according to the SOIUSA classification",alpsSubgroup,Mountain,MountainRange
http://dbpedia.org/ontology/alpsSubsection,Alps subsection,"the Alps subsection to which the mountain belongs, according to the SOIUSA classification",alpsSubsection,Mountain,MountainRange
http://dbpedia.org/ontology/alpsSupergroup,Alps supergroup,"the Alps supergroup to which the mountain belongs, according to the SOIUSA classification",alpsSupergroup,Mountain,MountainRange
http://dbpedia.org/ontology/alternativeText,alternative text,Replacement text if the image cannot be displayed; used for screen readers; describes the image (max 120 chars recommended).,alternativeText,,
http://dbpedia.org/ontology/alternativeTitle,alternative title,The alternative title attributed to a work,alternativeTitle,Work,
http://dbpedia.org/ontology/approvedByLowerParliament,date of approval by lower parliament,"Date of approval by lower parliament (House of Commons, Chambre des Députés, Bundestag, Tweede Kamer etc.).",approvedByLowerParliament,Law,
http://dbpedia.org/ontology/approvedByUpperParliament,date of approval by upper parliament,"Date of approval by upper parliament (House of Lords, Sénat, Eerste Kamer etc.).",approvedByUpperParliament,Law,
http://dbpedia.org/ontology/army,army,An army is the ground force of the nation,army,MilitaryPerson,
http://dbpedia.org/ontology/artPatron,patron (art),"An influential, wealthy person who supported an artist, craftsman, a scholar or a noble.

. See also",artPatron,Agent,Artist
http://dbpedia.org/ontology/artistFunction,artist function,"Artist function: vocal, group, instrumentalist, compositor...",artistFunction,Artist,
http://dbpedia.org/ontology/ascent,ascent,"Ascent of a celestial body, aircraft, etc. For person who ascended a mountain, use firstAscent",ascent,,
http://dbpedia.org/ontology/astrazenca,Astrazenca,"AstraZeneca plc is a British-Swedish multinational pharmaceutical and biotechnology company with its headquarters at the Cambridge Biomedical Campus in Cambridge, England.",astrazenca,,
http://dbpedia.org/ontology/astrazencaCumul,AstrazencaCumulativeDoses,阿斯利康制药公司，是一家由瑞典阿斯特公司（Astra AB）和英国捷利康公司（Zeneca Group PLC）于1999年4月6日合并而成的大型英瑞合资生物制药企业,astrazencaCumul,,
http://dbpedia.org/ontology/atPage,page number,Page # where the referenced resource is to be found in the source document,atPage,Reference,
http://dbpedia.org/ontology/atRowNumber,row number,Row number where the referenced resource is to be found in the source file,atRowNumber,Reference,
http://dbpedia.org/ontology/atomicNumber,atomic number,the ratio of the average mass of atoms of an element (from a single given sample or source) to 1⁄12 of the mass of an atom of carbon-12,atomicNumber,ChemicalElement,
http://dbpedia.org/ontology/attorneyGeneral,attorney general,Public attorney,attorneyGeneral,LegalCase,Person
http://dbpedia.org/ontology/availableSmartCard,available smart card,Smartcard for fare payment system for public transit systems that are or will be available at the station.,availableSmartCard,Station,
http://dbpedia.org/ontology/averageDepthQuote,average depth quote,Source of the  value.,averageDepthQuote,Place,
http://dbpedia.org/ontology/avgRevSizePerMonth,Average size of the revision per month,used for DBpedia History > Subject must be a blank node containing a dc:date and a rdfs:value,avgRevSizePerMonth,prov:Entity,
http://dbpedia.org/ontology/avgRevSizePerYear,Average size of the revision per year,used for DBpedia History > Subject must be a blank node containing a dc:date and a rdfs:value,avgRevSizePerYear,prov:Entity,
http://dbpedia.org/ontology/awardName,awardName,Award a person has received (literal). Compare to award (ObjectProperty),awardName,Person,
http://dbpedia.org/ontology/awayColourHexCode,colour hex code of away jersey or its parts,A colour represented by its hex code (e.g.: #FF0000 or #40E0D0).,awayColourHexCode,,
http://dbpedia.org/ontology/bibsysId,BIBSYS Id,"BIBSYS is a supplier of library and information systems for all Norwegian university Libraries, the National Library of Norway, college libraries, and a number of research libraries and institutions.",bibsysId,,
http://dbpedia.org/ontology/bird,bird,"Birds are uniformly vertebrate animals, the vast majority of which can fly with their wings.",bird,Place,Species
http://dbpedia.org/ontology/bishopric,bishopric,A bishopric (diocese or episcopal see) is a district under the supervision of a bishop. It is divided into parishes. Compare with eparchy,bishopric,ReligiousBuilding,
http://dbpedia.org/ontology/blazon,blazon,Coat of arms (heraldic image) or emblem,blazon,,
http://dbpedia.org/ontology/bnfId,BNF Id,Authority data of people listed in the general catalogue of the National Library of France,bnfId,,
http://dbpedia.org/ontology/bpnId,BPN Id,"Dutch project with material for 40,000 digitized biographies, including former colonies of the Netherlands.",bpnId,,
http://dbpedia.org/ontology/firstLaunch,first launch,first launch,firstLaunch,YearInSpaceflight,
http://dbpedia.org/ontology/lastLaunch,last launch,last launch,lastLaunch,YearInSpaceflight,
http://dbpedia.org/ontology/arm,arm,arm,arm,Protein,
http://dbpedia.org/ontology/band,band,band,band,Protein,
http://dbpedia.org/ontology/chromosome,chromosome,chromosome,chromosome,Protein,
http://dbpedia.org/ontology/entrezgene,EntrezGene,EntrezGene,entrezgene,Biomolecule,
http://dbpedia.org/ontology/firstAppearance,first appearance,first appearance,firstAppearance,FictionalCharacter,
http://dbpedia.org/ontology/hgncid,HGNCid,HGNCid,hgncid,Biomolecule,
http://dbpedia.org/ontology/icd9,ICD9,ICD9,icd9,Disease,
http://dbpedia.org/ontology/numberOfLanes,number of lanes,number of lanes,numberOfLanes,RouteOfTransportation,
http://dbpedia.org/ontology/numberOfStores,number of sores,number of sores,numberOfStores,ShoppingMall,
http://dbpedia.org/ontology/refseq,RefSeq,RefSeq,refseq,Protein,
http://dbpedia.org/ontology/speedLimit,speed limit (kmh),speed limit (kmh),speedLimit,RouteOfTransportation,Speed
http://dbpedia.org/ontology/uniprot,UniProt,UniProt,uniprot,Biomolecule,
http://dbpedia.org/ontology/websiteLabel,label of a website,label of a website,websiteLabel,,
http://dbpedia.org/ontology/eMedicineSubject,eMedicine subject,eMedicine subject,eMedicineSubject,Disease,
http://dbpedia.org/ontology/electionDate,election date,election date,electionDate,Person,
http://dbpedia.org/ontology/meshId,MeSH ID,MeSH ID,meshId,Disease,
http://dbpedia.org/ontology/serviceEndYear,service end year,service end year,serviceEndYear,MilitaryPerson,
http://dbpedia.org/ontology/serviceStartYear,service start year,service start year,serviceStartYear,MilitaryPerson,
http://dbpedia.org/ontology/canonizedDate,canonized date,canonized date,canonizedDate,Saint,
http://dbpedia.org/ontology/areaMetro,area metro (m2),area metro (m2),areaMetro,,Area
http://dbpedia.org/ontology/areaOfCatchment,area of catchment (m2),area of catchment (m2),areaOfCatchment,Lake,Area
http://dbpedia.org/ontology/areaUrban,area urban (m2),area urban (m2),areaUrban,PopulatedPlace,Area
http://dbpedia.org/ontology/areaWater,area water (m2),area water (m2),areaWater,Place,Area
http://dbpedia.org/ontology/bestFinish,best ranking finish,best ranking finish,bestFinish,SnookerPlayer,
http://dbpedia.org/ontology/block,block,block,block,VolleyballPlayer,
http://dbpedia.org/ontology/bowlRecord,bowl record,bowl record,bowlRecord,CollegeCoach,
http://dbpedia.org/ontology/buildingStartYear,building start year,building start year,buildingStartYear,ArchitecturalStructure,
http://dbpedia.org/ontology/campusType,campus type,campus type,campusType,EducationalInstitution,
http://dbpedia.org/ontology/capacityFactor,capacity factor,capacity factor,capacityFactor,PowerStation,
http://dbpedia.org/ontology/captureDate,capture date,capture date,captureDate,Ship,
http://dbpedia.org/ontology/careerPrizeMoney,career prize money ($),career prize money ($),careerPrizeMoney,TennisPlayer,Currency
